z,zeta,omega_b,omega_cdm,status,sigma8_z0_CLASS,cooling_weighted_baryon_proxy,error
8.0,0.31622776601683794,0.10871746037772724,0.03437947962227279,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,0.4216965034285822,0.10065224163870809,0.042444698361291944,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,0.5623413251903491,0.09159134287289349,0.05150559712710655,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,0.7498942093324559,0.08177462342400013,0.0613223165759999,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,1.0,0.07154847000000002,0.07154847000000002,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,1.333521432163324,0.0613223165759999,0.08177462342400013,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,1.7782794100389228,0.051505597127106555,0.09159134287289347,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,2.371373705661655,0.04244469836129195,0.10065224163870809,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,3.1622776601683795,0.03437947962227278,0.10871746037772725,ok,0.7014845696065583,0.0044289090286035206,
8.0,4.216965034285822,0.027429154510250485,0.11566778548974954,ok,0.7719063663870294,0.006616248570300463,
8.0,5.389452332657201,0.022395806800000004,0.12070113320000003,ok,0.8257714643686518,0.007782812280135737,
8.0,5.623413251903491,0.021604712639495302,0.12149222736050473,ok,0.8344661422076242,0.007906771083369856,
8.0,7.498942093324558,0.01683702964777165,0.1262599103522284,ok,0.8882271038300067,0.008185131641912749,
8.0,10.0,0.01300881272727273,0.1300881272727273,ok,0.9331696237698712,0.007699390644353731,
8.0,13.33521432163324,0.00998219746070017,0.13311474253929986,ok,0.9699111227839233,0.006781301675683107,
8.0,17.78279410038923,0.007618511880350895,0.13547842811964914,ok,0.9994307587873246,0.005702509661959176,
8.0,23.71373705661655,0.00579017813745368,0.13730676186254637,ok,1.0228428114430803,0.004638623482682271,
8.0,31.622776601683793,0.004386412038042593,0.13871052796195743,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 0.000000e+00] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,42.169650342858226,0.0033147579112526512,0.13978218208874738,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,56.23413251903491,0.002500202828310692,0.14059673717168933,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,74.98942093324558,0.0018831166002134215,0.1412138233997866,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
8.0,100.0,0.0014168013861386142,0.14168013861386142,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.1,0.13008812727272728,0.01300881272727275,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 0.000000e+00] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.1333521432163324,0.1262599103522284,0.016837029647771645,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.1778279410038923,0.12149222736050473,0.021604712639495302,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.23713737056616552,0.11566778548974956,0.027429154510250478,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.31622776601683794,0.10871746037772724,0.03437947962227279,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.4216965034285822,0.10065224163870809,0.042444698361291944,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.5623413251903491,0.09159134287289349,0.05150559712710655,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,0.7498942093324559,0.08177462342400013,0.0613223165759999,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,1.0,0.07154847000000002,0.07154847000000002,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,1.333521432163324,0.0613223165759999,0.08177462342400013,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,1.7782794100389228,0.051505597127106555,0.09159134287289347,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,2.371373705661655,0.04244469836129195,0.10065224163870809,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,3.1622776601683795,0.03437947962227278,0.10871746037772725,ok,0.7014845696065583,0.011757433486983028,
6.0,4.216965034285822,0.027429154510250485,0.11566778548974954,ok,0.7719063663870294,0.014497510109767459,
6.0,5.389452332657201,0.022395806800000004,0.12070113320000003,ok,0.8257714643686518,0.015263490115962564,
6.0,5.623413251903491,0.021604712639495302,0.12149222736050473,ok,0.8344661422076242,0.015263977648858673,
6.0,7.498942093324558,0.01683702964777165,0.1262599103522284,ok,0.8882271038300067,0.014477658017250018,
6.0,10.0,0.01300881272727273,0.1300881272727273,ok,0.9331696237698712,0.012787156980766868,
6.0,13.33521432163324,0.00998219746070017,0.13311474253929986,ok,0.9699111227839233,0.010745040362685336,
6.0,17.78279410038923,0.007618511880350895,0.13547842811964914,ok,0.9994307587873246,0.008714098428385454,
6.0,23.71373705661655,0.00579017813745368,0.13730676186254637,ok,1.0228428114430803,0.006887485346869785,
6.0,31.622776601683793,0.004386412038042593,0.13871052796195743,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 0.000000e+00] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,42.169650342858226,0.0033147579112526512,0.13978218208874738,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,56.23413251903491,0.002500202828310692,0.14059673717168933,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,74.98942093324558,0.0018831166002134215,0.1412138233997866,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
6.0,100.0,0.0014168013861386142,0.14168013861386142,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
4.0,0.1,0.13008812727272728,0.01300881272727275,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 0.000000e+00] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
4.0,0.1333521432163324,0.1262599103522284,0.016837029647771645,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
4.0,0.1778279410038923,0.12149222736050473,0.021604712639495302,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
4.0,0.23713737056616552,0.11566778548974956,0.027429154510250478,class_rejected,,,"CosmoComputationError:   Error in Class: perturb_init(L:624) :condition ((pba->Omega0_b*pba->h*pba->h < _omegab_SMALL_) || (pba->Omega0_b*pba->h*pba->h > _omegab_BIG_)) is true; Your value of omega_b=4.573952e-312 is out of the bounds [4.573952e-312 , 4.940656e-324] and could cause a crash of the perturbation ODE integration. If you want to force this barrier, you may comment it out in perturbation.c"
