z,zeta,as_scale,hmf,cooling_scale,T_min,score
10.0,3.5138265215355418,1.2,PS,0.5,10000.0,0.0022045487057837107
10.0,3.703963261376446,1.2,PS,0.5,10000.0,0.0025250475597875
10.0,3.9043884942934204,1.2,PS,0.5,10000.0,0.0028516740926504748
10.0,4.1156589411488556,1.2,PS,0.5,10000.0,0.0031794073084362193
10.0,4.338361447539279,1.2,PS,0.5,10000.0,0.003503362232739689
10.0,4.573114613875481,1.2,PS,0.5,10000.0,0.0038190339667951703
10.0,4.820570513667911,1.2,PS,0.5,10000.0,0.0041222444140377595
10.0,5.0814165047902815,1.2,PS,0.5,10000.0,0.004409445519017641
10.0,5.356377138752477,1.2,PS,0.5,10000.0,0.004677596581320235
10.0,5.389452332657201,1.2,PS,0.5,10000.0,0.004707567772409712
10.0,5.646216173286171,1.2,PS,0.5,10000.0,0.004924233481545222
10.0,5.9517386938335095,1.2,PS,0.5,10000.0,0.0051474718526331
10.0,6.273793349831704,1.2,PS,0.5,10000.0,0.0053459504669739295
10.0,6.613274712005288,1.2,PS,0.5,10000.0,0.0055188930744979135
10.0,6.971125757213828,1.2,PS,0.5,10000.0,0.0056658742558527144
10.0,7.3483404877573175,1.2,PS,0.5,10000.0,0.005787045544851228
10.0,7.745966692414836,1.2,PS,0.5,10000.0,0.0058827249309326484
10.0,8.165108856885828,1.2,PS,0.5,10000.0,0.005953630701101972
10.0,8.606931231718361,1.2,PS,0.5,10000.0,0.0060008041535471865
10.0,9.072661066246061,1.2,PS,0.5,10000.0,0.006025365011496527
10.0,9.563592017516726,1.2,PS,0.5,10000.0,0.006028643060557987
10.0,10.081087743681516,1.2,PS,0.5,10000.0,0.0060120905986557295
10.0,10.626585691826111,1.2,PS,0.5,10000.0,0.005977201363166894
10.0,11.20160109076529,1.2,PS,0.5,10000.0,0.005925481099574255
10.0,11.807731159891665,1.2,PS,0.5,10000.0,0.00585855175808129
10.0,12.446659545769569,1.2,PS,0.5,10000.0,0.005777904128778772
10.0,13.120160998797505,1.2,PS,0.5,10000.0,0.0056850677353266045
10.0,13.830106302929654,1.2,PS,0.5,10000.0,0.005581516977208016
10.0,14.578467472149546,1.2,PS,0.5,10000.0,0.00546863501833701
10.0,15.367323228130308,1.2,PS,0.5,10000.0,0.005347752785314246
10.0,16.198864774296695,1.2,PS,0.5,10000.0,0.005220137623377552
10.0,17.07540188232742,1.2,PS,0.5,10000.0,0.005086981669814391
10.0,17.999369308004486,1.2,PS,0.5,10000.0,0.004949327441705769
10.0,18.973333554230518,1.2,PS,0.5,10000.0,0.0048082233849669545
10.0,20.000000000000004,1.2,PS,0.5,10000.0,0.004664596652486469
10.0,3.0,1.2,PS,0.5,15000.0,0.0008579434578286572
10.0,3.1623330622689494,1.2,PS,0.5,15000.0,0.0010552970140264158
10.0,3.33345013223977,1.2,PS,0.5,15000.0,0.0012719492638657555
10.0,3.5138265215355418,1.2,PS,0.5,15000.0,0.0015050360399033937
10.0,3.703963261376446,1.2,PS,0.5,15000.0,0.0017511537761343435
10.0,3.9043884942934204,1.2,PS,0.5,15000.0,0.0020065413820693407
10.0,4.1156589411488556,1.2,PS,0.5,15000.0,0.0022672636266610345
10.0,4.338361447539279,1.2,PS,0.5,15000.0,0.0025293296227981888
10.0,4.573114613875481,1.2,PS,0.5,15000.0,0.0027889116497340663
10.0,4.820570513667911,1.2,PS,0.5,15000.0,0.0030423283817510305
10.0,5.0814165047902815,1.2,PS,0.5,15000.0,0.0032863191316755943
10.0,5.356377138752477,1.2,PS,0.5,15000.0,0.003517978407564271
10.0,5.389452332657201,1.2,PS,0.5,15000.0,0.0035441244488704916
10.0,5.646216173286171,1.2,PS,0.5,15000.0,0.0037348280366628836
10.0,5.9517386938335095,1.2,PS,0.5,15000.0,0.003934838310441991
10.0,6.273793349831704,1.2,PS,0.5,15000.0,0.004116422947028871
10.0,6.613274712005288,1.2,PS,0.5,15000.0,0.004278479332439165
10.0,6.971125757213828,1.2,PS,0.5,15000.0,0.004420224421367783
10.0,7.3483404877573175,1.2,PS,0.5,15000.0,0.004541383284665164
10.0,7.745966692414836,1.2,PS,0.5,15000.0,0.004641848970897743
10.0,8.165108856885828,1.2,PS,0.5,15000.0,0.004721891252385311
10.0,8.606931231718361,1.2,PS,0.5,15000.0,0.004782100080458401
10.0,9.072661066246061,1.2,PS,0.5,15000.0,0.00482315880622502
10.0,9.563592017516726,1.2,PS,0.5,15000.0,0.004845965997476673
10.0,10.081087743681516,1.2,PS,0.5,15000.0,0.004851567066635435
10.0,10.626585691826111,1.2,PS,0.5,15000.0,0.004841073576494802
10.0,11.20160109076529,1.2,PS,0.5,15000.0,0.004815632718215747
10.0,11.807731159891665,1.2,PS,0.5,15000.0,0.004776529422389594
10.0,12.446659545769569,1.2,PS,0.5,15000.0,0.004724956284452021
10.0,13.120160998797505,1.2,PS,0.5,15000.0,0.004662154229817598
10.0,13.830106302929654,1.2,PS,0.5,15000.0,0.004589350595040772
10.0,14.578467472149546,1.2,PS,0.5,15000.0,0.004507701600750955
10.0,15.367323228130308,1.2,PS,0.5,15000.0,0.004418334955621384
10.0,16.198864774296695,1.2,PS,0.5,15000.0,0.004322336653662431
10.0,17.07540188232742,1.2,PS,0.5,15000.0,0.00422074006665915
10.0,17.999369308004486,1.2,PS,0.5,15000.0,0.00411445426021714
10.0,18.973333554230518,1.2,PS,0.5,15000.0,0.004004404393960068
10.0,20.000000000000004,1.2,PS,0.5,15000.0,0.0038914121911218153
10.0,3.0,1.2,PS,1.0,8000.0,0.0015873107001393
10.0,3.1623330622689494,1.2,PS,1.0,8000.0,0.001897828240038836
10.0,3.33345013223977,1.2,PS,1.0,8000.0,0.002228607513291327
10.0,3.5138265215355418,1.2,PS,1.0,8000.0,0.002574554738849087
10.0,3.703963261376446,1.2,PS,1.0,8000.0,0.0029301978233027813
10.0,3.9043884942934204,1.2,PS,1.0,8000.0,0.003289953393552575
10.0,4.1156589411488556,1.2,PS,1.0,8000.0,0.0036483502034315605
10.0,4.338361447539279,1.2,PS,1.0,8000.0,0.004000154071846518
10.0,4.573114613875481,1.2,PS,1.0,8000.0,0.004340617079729906
10.0,4.820570513667911,1.2,PS,1.0,8000.0,0.00466540423885903
10.0,5.0814165047902815,1.2,PS,1.0,8000.0,0.0049709068847339395
10.0,5.356377138752477,1.2,PS,1.0,8000.0,0.005254088090392857
10.0,5.389452332657201,1.2,PS,1.0,8000.0,0.005285604870617063
10.0,5.646216173286171,1.2,PS,1.0,8000.0,0.005512554142148357
10.0,5.9517386938335095,1.2,PS,1.0,8000.0,0.0057445432868736355
10.0,6.273793349831704,1.2,PS,1.0,8000.0,0.005948846799060165
10.0,6.613274712005288,1.2,PS,1.0,8000.0,0.006124880250680272
10.0,6.971125757213828,1.2,PS,1.0,8000.0,0.006272417364921379
10.0,7.3483404877573175,1.2,PS,1.0,8000.0,0.006391833068181665
10.0,7.745966692414836,1.2,PS,1.0,8000.0,0.006483662721843529
10.0,8.165108856885828,1.2,PS,1.0,8000.0,0.006548846278614626
10.0,8.606931231718361,1.2,PS,1.0,8000.0,0.00658864217380631
10.0,9.072661066246061,1.2,PS,1.0,8000.0,0.006604376906399717
10.0,9.563592017516726,1.2,PS,1.0,8000.0,0.006597580643652899
10.0,10.081087743681516,1.2,PS,1.0,8000.0,0.006569891564780012
10.0,10.626585691826111,1.2,PS,1.0,8000.0,0.006522975020211505
10.0,11.20160109076529,1.2,PS,1.0,8000.0,0.006458496083561573
10.0,11.807731159891665,1.2,PS,1.0,8000.0,0.006378223368324465
10.0,12.446659545769569,1.2,PS,1.0,8000.0,0.006283776456143345
10.0,13.120160998797505,1.2,PS,1.0,8000.0,0.006176808444561778
10.0,13.830106302929654,1.2,PS,1.0,8000.0,0.00605889634287617
10.0,14.578467472149546,1.2,PS,1.0,8000.0,0.005931517819730526
10.0,15.367323228130308,1.2,PS,1.0,8000.0,0.005796087077829284
10.0,16.198864774296695,1.2,PS,1.0,8000.0,0.005653944780856389
10.0,17.07540188232742,1.2,PS,1.0,8000.0,0.0055063463751406985
10.0,17.999369308004486,1.2,PS,1.0,8000.0,0.005354386528477441
10.0,18.973333554230518,1.2,PS,1.0,8000.0,0.005199161494939443
10.0,20.000000000000004,1.2,PS,1.0,8000.0,0.005041638930707244
10.0,3.0,1.2,PS,1.0,10000.0,0.0013295980738675555
10.0,3.1623330622689494,1.2,PS,1.0,10000.0,0.0016027687650583405
10.0,3.33345013223977,1.2,PS,1.0,10000.0,0.0018963311220275133
10.0,3.5138265215355418,1.2,PS,1.0,10000.0,0.0022059073204095795
10.0,3.703963261376446,1.2,PS,1.0,10000.0,0.002526671844038208
10.0,3.9043884942934204,1.2,PS,1.0,10000.0,0.0028535936373673917
10.0,4.1156589411488556,1.2,PS,1.0,10000.0,0.0031816524574043038
10.0,4.338361447539279,1.2,PS,1.0,10000.0,0.0035059640394035714
10.0,4.573114613875481,1.2,PS,1.0,10000.0,0.0038220242286226996
10.0,4.820570513667911,1.2,PS,1.0,10000.0,0.0041256555703990255
10.0,5.0814165047902815,1.2,PS,1.0,10000.0,0.004413310706149093
10.0,5.356377138752477,1.2,PS,1.0,10000.0,0.00468194949611711
10.0,5.389452332657201,1.2,PS,1.0,10000.0,0.004711979887686519
10.0,5.646216173286171,1.2,PS,1.0,10000.0,0.0049291082596852635
10.0,5.9517386938335095,1.2,PS,1.0,10000.0,0.005152902856237985
10.0,6.273793349831704,1.2,PS,1.0,10000.0,0.005351972005757219
10.0,6.613274712005288,1.2,PS,1.0,10000.0,0.005525539137520521
10.0,6.971125757213828,1.2,PS,1.0,10000.0,0.005673178018330669
10.0,7.3483404877573175,1.2,PS,1.0,10000.0,0.005795039143007652
10.0,7.745966692414836,1.2,PS,1.0,10000.0,0.005891438723290132
10.0,8.165108856885828,1.2,PS,1.0,10000.0,0.005963092954591532
10.0,8.606931231718361,1.2,PS,1.0,10000.0,0.00601104075487183
10.0,9.072661066246061,1.2,PS,1.0,10000.0,0.006036398780854267
10.0,9.563592017516726,1.2,PS,1.0,10000.0,0.00604049344900157
10.0,10.081087743681516,1.2,PS,1.0,10000.0,0.006024773532527268
10.0,10.626585691826111,1.2,PS,1.0,10000.0,0.005990728759408826
10.0,11.20160109076529,1.2,PS,1.0,10000.0,0.005939860640072063
10.0,11.807731159891665,1.2,PS,1.0,10000.0,0.005873787007665092
10.0,12.446659545769569,1.2,PS,1.0,10000.0,0.005793994281851233
10.0,13.120160998797505,1.2,PS,1.0,10000.0,0.005702007674530079
10.0,13.830106302929654,1.2,PS,1.0,10000.0,0.0055992975237231695
10.0,14.578467472149546,1.2,PS,1.0,10000.0,0.005487242776588097
10.0,15.367323228130308,1.2,PS,1.0,10000.0,0.005367170561432833
10.0,16.198864774296695,1.2,PS,1.0,10000.0,0.005240344687244867
10.0,17.07540188232742,1.2,PS,1.0,10000.0,0.005107954091791426
10.0,17.999369308004486,1.2,PS,1.0,10000.0,0.004971038021242491
10.0,18.973333554230518,1.2,PS,1.0,10000.0,0.0048306424649860995
10.0,20.000000000000004,1.2,PS,1.0,10000.0,0.004687692296873872
10.0,3.0,1.2,PS,1.0,15000.0,0.0008583083007801319
10.0,3.1623330622689494,1.2,PS,1.0,15000.0,0.0010557686366241738
10.0,3.33345013223977,1.2,PS,1.0,15000.0,0.0012725480650733721
10.0,3.5138265215355418,1.2,PS,1.0,15000.0,0.0015057842007568244
10.0,3.703963261376446,1.2,PS,1.0,15000.0,0.001752075205059698
10.0,3.9043884942934204,1.2,PS,1.0,15000.0,0.0020076616769624444
10.0,4.1156589411488556,1.2,PS,1.0,15000.0,0.00226861004538245
10.0,4.338361447539279,1.2,PS,1.0,15000.0,0.0025309310292569226
10.0,4.573114613875481,1.2,PS,1.0,15000.0,0.0027907984950305627
10.0,4.820570513667911,1.2,PS,1.0,15000.0,0.0030445325628243257
10.0,5.0814165047902815,1.2,PS,1.0,15000.0,0.0032888739506623656
10.0,5.356377138752477,1.2,PS,1.0,15000.0,0.0035209183746845937
10.0,5.389452332657201,1.2,PS,1.0,15000.0,0.0035471117117635937
10.0,5.646216173286171,1.2,PS,1.0,15000.0,0.003738188662688828
10.0,5.9517386938335095,1.2,PS,1.0,15000.0,0.003938655802820313
10.0,6.273793349831704,1.2,PS,1.0,15000.0,0.004120733878504036
10.0,6.613274712005288,1.2,PS,1.0,15000.0,0.004283320268102521
10.0,6.971125757213828,1.2,PS,1.0,15000.0,0.004425631394571572
10.0,7.3483404877573175,1.2,PS,1.0,15000.0,0.004547391468893919
10.0,7.745966692414836,1.2,PS,1.0,15000.0,0.004648491924886385
10.0,8.165108856885828,1.2,PS,1.0,15000.0,0.0047292005411074525
10.0,8.606931231718361,1.2,PS,1.0,15000.0,0.004790104941683388
10.0,9.072661066246061,1.2,PS,1.0,15000.0,0.004831885441327369
10.0,9.563592017516726,1.2,PS,1.0,15000.0,0.004855437222328497
10.0,10.081087743681516,1.2,PS,1.0,15000.0,0.004861802140485751
10.0,10.626585691826111,1.2,PS,1.0,15000.0,0.004852087701576799
10.0,11.20160109076529,1.2,PS,1.0,15000.0,0.004827436794935584
10.0,11.807731159891665,1.2,PS,1.0,15000.0,0.004789130144052663
10.0,12.446659545769569,1.2,PS,1.0,15000.0,0.004738355901651315
10.0,13.120160998797505,1.2,PS,1.0,15000.0,0.004676350559382906
10.0,13.830106302929654,1.2,PS,1.0,15000.0,0.004604337304348345
10.0,14.578467472149546,1.2,PS,1.0,15000.0,0.004523468035589412
10.0,15.367323228130308,1.2,PS,1.0,15000.0,0.004434866556053149
10.0,16.198864774296695,1.2,PS,1.0,15000.0,0.004339615212536886
10.0,17.07540188232742,1.2,PS,1.0,15000.0,0.004238744070423593
10.0,17.999369308004486,1.2,PS,1.0,15000.0,0.0041331588382879855
10.0,18.973333554230518,1.2,PS,1.0,15000.0,0.004023782108951798
10.0,20.000000000000004,1.2,PS,1.0,15000.0,0.003911433220934049
10.0,3.0,1.2,PS,2.0,8000.0,0.0015880381551231012
10.0,3.1623330622689494,1.2,PS,2.0,8000.0,0.0018987156690235
10.0,3.33345013223977,1.2,PS,2.0,8000.0,0.00222967339478891
10.0,3.5138265215355418,1.2,PS,2.0,8000.0,0.0025758173237702747
10.0,3.703963261376446,1.2,PS,2.0,8000.0,0.002931675022833073
10.0,3.9043884942934204,1.2,PS,2.0,8000.0,0.003291662745372223
10.0,4.1156589411488556,1.2,PS,2.0,8000.0,0.003650308886021149
10.0,4.338361447539279,1.2,PS,2.0,8000.0,0.004002378936399965
10.0,4.573114613875481,1.2,PS,2.0,8000.0,0.0043431247552826995
10.0,4.820570513667911,1.2,PS,2.0,8000.0,0.0046682111599860064
10.0,5.0814165047902815,1.2,PS,2.0,8000.0,0.0049740294461722125
10.0,5.356377138752477,1.2,PS,2.0,8000.0,0.005257542670779821
10.0,5.389452332657201,1.2,PS,2.0,8000.0,0.00528909931050895
10.0,5.646216173286171,1.2,PS,2.0,8000.0,0.005516357164784411
10.0,5.9517386938335095,1.2,PS,2.0,8000.0,0.005748711226758913
10.0,6.273793349831704,1.2,PS,2.0,8000.0,0.005953396123404136
10.0,6.613274712005288,1.2,PS,2.0,8000.0,0.006129827399926462
10.0,6.971125757213828,1.2,PS,2.0,8000.0,0.006277778550693203
10.0,7.3483404877573175,1.2,PS,2.0,8000.0,0.006397624254343669
10.0,7.745966692414836,1.2,PS,2.0,8000.0,0.006489899263721615
10.0,8.165108856885828,1.2,PS,2.0,8000.0,0.006555542802010339
10.0,8.606931231718361,1.2,PS,2.0,8000.0,0.006595812438619027
10.0,9.072661066246061,1.2,PS,2.0,8000.0,0.006612033439224837
10.0,9.563592017516726,1.2,PS,2.0,8000.0,0.006605734569286898
10.0,10.081087743681516,1.2,PS,2.0,8000.0,0.006578552486622981
10.0,10.626585691826111,1.2,PS,2.0,8000.0,0.006532150713604062
10.0,11.20160109076529,1.2,PS,2.0,8000.0,0.006468192324614108
10.0,11.807731159891665,1.2,PS,2.0,8000.0,0.006388443937176035
10.0,12.446659545769569,1.2,PS,2.0,8000.0,0.006294522923969678
10.0,13.120160998797505,1.2,PS,2.0,8000.0,0.006188080164888921
10.0,13.830106302929654,1.2,PS,2.0,8000.0,0.006070690483383549
10.0,14.578467472149546,1.2,PS,2.0,8000.0,0.005943829227869338
10.0,15.367323228130308,1.2,PS,2.0,8000.0,0.0058089084483974405
10.0,16.198864774296695,1.2,PS,2.0,8000.0,0.00566726674317712
10.0,17.07540188232742,1.2,PS,2.0,8000.0,0.0055201576227670085
10.0,17.999369308004486,1.2,PS,2.0,8000.0,0.00536867372256505
10.0,18.973333554230518,1.2,PS,2.0,8000.0,0.0052139096947576595
10.0,20.000000000000004,1.2,PS,2.0,8000.0,0.005056831665821721
10.0,3.0,1.2,PS,2.0,10000.0,0.0013299638418298673
10.0,3.1623330622689494,1.2,PS,2.0,10000.0,0.0016032256707915983
10.0,3.33345013223977,1.2,PS,2.0,10000.0,0.0018968926635624956
10.0,3.5138265215355418,1.2,PS,2.0,10000.0,0.0022065875203266484
10.0,3.703963261376446,1.2,PS,2.0,10000.0,0.0025274851855242846
10.0,3.9043884942934204,1.2,PS,2.0,10000.0,0.002854555035919433
10.0,4.1156589411488556,1.2,PS,2.0,10000.0,0.0031827772579284624
10.0,4.338361447539279,1.2,PS,2.0,10000.0,0.0035072680150131964
10.0,4.573114613875481,1.2,PS,2.0,10000.0,0.0038235236232660947
10.0,4.820570513667911,1.2,PS,2.0,10000.0,0.004127367077763983
10.0,5.0814165047902815,1.2,PS,2.0,10000.0,0.0044152515315996465
10.0,5.356377138752477,1.2,PS,2.0,10000.0,0.0046841373256999224
10.0,5.389452332657201,1.2,PS,2.0,10000.0,0.0047141977495919595
10.0,5.646216173286171,1.2,PS,2.0,10000.0,0.0049315612379547185
10.0,5.9517386938335095,1.2,PS,2.0,10000.0,0.005155639517438682
10.0,6.273793349831704,1.2,PS,2.0,10000.0,0.00535501116916427
10.0,6.613274712005288,1.2,PS,2.0,10000.0,0.0055288998019023695
10.0,6.971125757213828,1.2,PS,2.0,10000.0,0.005676879135606852
10.0,7.3483404877573175,1.2,PS,2.0,10000.0,0.005799099518012064
10.0,7.745966692414836,1.2,PS,2.0,10000.0,0.0058958766395822305
10.0,8.165108856885828,1.2,PS,2.0,10000.0,0.00596792600511979
10.0,8.606931231718361,1.2,PS,2.0,10000.0,0.006016285674828055
10.0,9.072661066246061,1.2,PS,2.0,10000.0,0.006042071061620959
10.0,9.563592017516726,1.2,PS,2.0,10000.0,0.00604660713563188
10.0,10.081087743681516,1.2,PS,2.0,10000.0,0.00603134109586709
10.0,10.626585691826111,1.2,PS,2.0,10000.0,0.005997760780252717
10.0,11.20160109076529,1.2,PS,2.0,10000.0,0.005947365622938515
10.0,11.807731159891665,1.2,PS,2.0,10000.0,0.005881771373007055
10.0,12.446659545769569,1.2,PS,2.0,10000.0,0.00580246216567414
10.0,13.120160998797505,1.2,PS,2.0,10000.0,0.005710960880538251
10.0,13.830106302929654,1.2,PS,2.0,10000.0,0.005608735592924661
10.0,14.578467472149546,1.2,PS,2.0,10000.0,0.005497162833479131
10.0,15.367323228130308,1.2,PS,2.0,10000.0,0.005377567483732911
10.0,16.198864774296695,1.2,PS,2.0,10000.0,0.005251211192369411
10.0,17.07540188232742,1.2,PS,2.0,10000.0,0.005119280871636196
10.0,17.999369308004486,1.2,PS,2.0,10000.0,0.004982813661802934
10.0,18.973333554230518,1.2,PS,2.0,10000.0,0.004842853861915836
10.0,20.000000000000004,1.2,PS,2.0,10000.0,0.004700324729796811
10.0,3.0,1.2,PS,2.0,15000.0,0.0008584908649580229
10.0,3.1623330622689494,1.2,PS,2.0,15000.0,0.0010560046568049506
10.0,3.33345013223977,1.2,PS,2.0,15000.0,0.0012728477724572509
10.0,3.5138265215355418,1.2,PS,2.0,15000.0,0.0015061587341864422
10.0,3.703963261376446,1.2,PS,2.0,15000.0,0.0017525365921196299
10.0,3.9043884942934204,1.2,PS,2.0,15000.0,0.002008222826838764
10.0,4.1156589411488556,1.2,PS,2.0,15000.0,0.0022692847499989088
10.0,4.338361447539279,1.2,PS,2.0,15000.0,0.0025317339567933785
10.0,4.573114613875481,1.2,PS,2.0,15000.0,0.0027917452059489215
10.0,4.820570513667911,1.2,PS,2.0,15000.0,0.0030456394691799186
10.0,5.0814165047902815,1.2,PS,2.0,15000.0,0.003290158330211521
10.0,5.356377138752477,1.2,PS,2.0,15000.0,0.003522398309439107
10.0,5.389452332657201,1.2,PS,2.0,15000.0,0.003548615707187928
10.0,5.646216173286171,1.2,PS,2.0,15000.0,0.0037398829738861813
10.0,5.9517386938335095,1.2,PS,2.0,15000.0,0.0039405839362966
10.0,6.273793349831704,1.2,PS,2.0,15000.0,0.004122915773764336
10.0,6.613274712005288,1.2,PS,2.0,15000.0,0.00428577620035761
10.0,6.971125757213828,1.2,PS,2.0,15000.0,0.004428381732949224
10.0,7.3483404877573175,1.2,PS,2.0,15000.0,0.004550456524617793
10.0,7.745966692414836,1.2,PS,2.0,15000.0,0.004651891569000555
10.0,8.165108856885828,1.2,PS,2.0,15000.0,0.004732954002511596
10.0,8.606931231718361,1.2,PS,2.0,15000.0,0.004794230617530548
10.0,9.072661066246061,1.2,PS,2.0,15000.0,0.004836400499482589
10.0,9.563592017516726,1.2,PS,2.0,15000.0,0.004860357375539616
10.0,10.081087743681516,1.2,PS,2.0,15000.0,0.004867141510690331
10.0,10.626585691826111,1.2,PS,2.0,15000.0,0.004857858496162861
10.0,11.20160109076529,1.2,PS,2.0,15000.0,0.004833649110882493
10.0,11.807731159891665,1.2,PS,2.0,15000.0,0.004795791948431853
10.0,12.446659545769569,1.2,PS,2.0,15000.0,0.004745472840123024
10.0,13.120160998797505,1.2,PS,2.0,15000.0,0.004683925883341206
10.0,13.830106302929654,1.2,PS,2.0,15000.0,0.004612371957557381
10.0,14.578467472149546,1.2,PS,2.0,15000.0,0.004531960491860552
10.0,15.367323228130308,1.2,PS,2.0,15000.0,0.004443812987617696
10.0,16.198864774296695,1.2,PS,2.0,15000.0,0.00434900957468422
10.0,17.07540188232742,1.2,PS,2.0,15000.0,0.004248578238270428
10.0,17.999369308004486,1.2,PS,2.0,15000.0,0.004143422536769229
10.0,18.973333554230518,1.2,PS,2.0,15000.0,0.004034463316164667
10.0,20.000000000000004,1.2,PS,2.0,15000.0,0.00392251824467945
8.0,3.0,0.8,ST,0.5,8000.0,0.0023491394785588485
8.0,3.1623330622689494,0.8,ST,0.5,8000.0,0.0026788373726395476
8.0,3.33345013223977,0.8,ST,0.5,8000.0,0.0030128354456615786
8.0,3.5138265215355418,0.8,ST,0.5,8000.0,0.0033459996980810766
8.0,3.703963261376446,0.8,ST,0.5,8000.0,0.0036734300573040076
8.0,3.9043884942934204,0.8,ST,0.5,8000.0,0.00399062834021858
8.0,4.1156589411488556,0.8,ST,0.5,8000.0,0.0042935989738944694
8.0,4.338361447539279,0.8,ST,0.5,8000.0,0.004578859996654882
8.0,4.573114613875481,0.8,ST,0.5,8000.0,0.004843578463459784
8.0,4.820570513667911,0.8,ST,0.5,8000.0,0.005085409743085806
8.0,5.0814165047902815,0.8,ST,0.5,8000.0,0.005302703569193909
8.0,5.356377138752477,0.8,ST,0.5,8000.0,0.005494313135000641
8.0,5.389452332657201,0.8,ST,0.5,8000.0,0.005514994878612863
8.0,5.646216173286171,0.8,ST,0.5,8000.0,0.005659594667781493
8.0,5.9517386938335095,0.8,ST,0.5,8000.0,0.005798368001264763
8.0,6.273793349831704,0.8,ST,0.5,8000.0,0.0059108305428551555
8.0,6.613274712005288,0.8,ST,0.5,8000.0,0.00599758525863487
8.0,6.971125757213828,0.8,ST,0.5,8000.0,0.0060594241893155605
8.0,7.3483404877573175,0.8,ST,0.5,8000.0,0.006097509864973885
8.0,7.745966692414836,0.8,ST,0.5,8000.0,0.0061130220090795774
8.0,8.165108856885828,0.8,ST,0.5,8000.0,0.006107378285827761
8.0,8.606931231718361,0.8,ST,0.5,8000.0,0.006082120932218151
8.0,9.072661066246061,0.8,ST,0.5,8000.0,0.0060387746433034906
8.0,9.563592017516726,0.8,ST,0.5,8000.0,0.005978927683603639
8.0,10.081087743681516,0.8,ST,0.5,8000.0,0.0059041921347554914
8.0,10.626585691826111,0.8,ST,0.5,8000.0,0.005816121423757907
8.0,11.20160109076529,0.8,ST,0.5,8000.0,0.005716216436855039
8.0,11.807731159891665,0.8,ST,0.5,8000.0,0.005605994650518958
8.0,12.446659545769569,0.8,ST,0.5,8000.0,0.005486827158238815
8.0,13.120160998797505,0.8,ST,0.5,8000.0,0.005360061971059529
8.0,13.830106302929654,0.8,ST,0.5,8000.0,0.005226960896915399
8.0,14.578467472149546,0.8,ST,0.5,8000.0,0.005088678389007428
8.0,15.367323228130308,0.8,ST,0.5,8000.0,0.0049463014678341665
8.0,16.198864774296695,0.8,ST,0.5,8000.0,0.004800832558724753
8.0,17.07540188232742,0.8,ST,0.5,8000.0,0.004653195545193835
8.0,17.999369308004486,0.8,ST,0.5,8000.0,0.004504194271200989
8.0,18.973333554230518,0.8,ST,0.5,8000.0,0.004354598914419195
8.0,20.000000000000004,0.8,ST,0.5,8000.0,0.004205087685706366
8.0,3.0,0.8,ST,0.5,10000.0,0.0019749390117972426
8.0,3.1623330622689494,0.8,ST,0.5,10000.0,0.0022693710446355883
8.0,3.33345013223977,0.8,ST,0.5,10000.0,0.0025702867183549872
8.0,3.5138265215355418,0.8,ST,0.5,10000.0,0.0028730057389338847
8.0,3.703963261376446,0.8,ST,0.5,10000.0,0.0031729749393896514
8.0,3.9043884942934204,0.8,ST,0.5,10000.0,0.003465931956393305
8.0,4.1156589411488556,0.8,ST,0.5,10000.0,0.0037480187753062763
8.0,4.338361447539279,0.8,ST,0.5,10000.0,0.004015806891197686
8.0,4.573114613875481,0.8,ST,0.5,10000.0,0.004266437236317702
8.0,4.820570513667911,0.8,ST,0.5,10000.0,0.004497483779197134
8.0,5.0814165047902815,0.8,ST,0.5,10000.0,0.004707157262333561
8.0,5.356377138752477,0.8,ST,0.5,10000.0,0.0048941403447978595
8.0,5.389452332657201,0.8,ST,0.5,10000.0,0.00491446739187927
8.0,5.646216173286171,0.8,ST,0.5,10000.0,0.005057588712664996
8.0,5.9517386938335095,0.8,ST,0.5,10000.0,0.005197100001940093
8.0,6.273793349831704,0.8,ST,0.5,10000.0,0.005312648444996947
8.0,6.613274712005288,0.8,ST,0.5,10000.0,0.005404600217190286
8.0,6.971125757213828,0.8,ST,0.5,10000.0,0.005473522175553506
8.0,7.3483404877573175,0.8,ST,0.5,10000.0,0.0055203474592272084
8.0,7.745966692414836,0.8,ST,0.5,10000.0,0.005546043268031653
8.0,8.165108856885828,0.8,ST,0.5,10000.0,0.005551822190074639
8.0,8.606931231718361,0.8,ST,0.5,10000.0,0.005539035349247649
8.0,9.072661066246061,0.8,ST,0.5,10000.0,0.0055090303993662335
8.0,9.563592017516726,0.8,ST,0.5,10000.0,0.005463229956376884
8.0,10.081087743681516,0.8,ST,0.5,10000.0,0.005403096818506101
8.0,10.626585691826111,0.8,ST,0.5,10000.0,0.005330049927106848
8.0,11.20160109076529,0.8,ST,0.5,10000.0,0.005245467803121045
8.0,11.807731159891665,0.8,ST,0.5,10000.0,0.005150758544636959
8.0,12.446659545769569,0.8,ST,0.5,10000.0,0.005047198693594586
8.0,13.120160998797505,0.8,ST,0.5,10000.0,0.004936047052960311
8.0,13.830106302929654,0.8,ST,0.5,10000.0,0.004818493548020995
8.0,14.578467472149546,0.8,ST,0.5,10000.0,0.00469562745286001
8.0,15.367323228130308,0.8,ST,0.5,10000.0,0.004568479647591191
8.0,16.198864774296695,0.8,ST,0.5,10000.0,0.004438004553956445
