z,as_scale,hmf,cooling_scale,T_min,peak_zeta,observed_over_peak,n_valid_zeta
2.0,1.0,ST,0.5,10000.0,3.0,0.7267824023414163,38
2.0,1.0,ST,0.5,15000.0,3.0,0.7359351398677083,38
2.0,1.0,ST,1.0,8000.0,3.0,0.7384663472547582,38
2.0,1.0,ST,1.0,10000.0,3.0,0.7427520192838629,38
2.0,1.0,ST,1.0,15000.0,3.0,0.7528034447026989,38
2.0,1.0,ST,2.0,8000.0,3.0,0.7536747840220317,38
2.0,1.0,ST,2.0,10000.0,3.0,0.7582803290179875,38
2.0,1.0,ST,2.0,15000.0,3.0,0.7692613294607548,38
2.0,1.0,PS,0.5,8000.0,3.0,0.755942990762298,38
2.0,1.0,PS,0.5,10000.0,3.0,0.7621621306827262,38
2.0,1.0,PS,0.5,15000.0,3.0,0.7768118277025758,38
2.0,1.0,PS,1.0,8000.0,3.0,0.7732189045907476,38
2.0,1.0,PS,1.0,10000.0,3.0,0.7798095301866976,38
2.0,1.0,PS,1.0,15000.0,3.0,0.795610970446118,38
2.0,1.0,PS,2.0,8000.0,3.0,0.7889853814161127,38
2.0,1.0,PS,2.0,10000.0,3.0,0.7959774034944965,38
2.0,1.0,PS,2.0,15000.0,3.0,0.8129000382181748,38
2.0,1.2,ST,0.5,8000.0,3.0,0.6912597711194164,38
2.0,1.2,ST,0.5,10000.0,3.0,0.6943531967692814,38
2.0,1.2,ST,0.5,15000.0,3.0,0.7012397989213743,38
2.0,1.2,ST,1.0,8000.0,3.0,0.706255328770165,38
2.0,1.2,ST,1.0,10000.0,3.0,0.7095524714382216,38
2.0,1.2,ST,1.0,15000.0,3.0,0.7172014615011024,38
2.0,1.2,ST,2.0,8000.0,3.0,0.7212524974705715,38
2.0,1.2,ST,2.0,10000.0,3.0,0.7248248813553037,38
2.0,1.2,ST,2.0,15000.0,3.0,0.7332849927204003,38
2.0,1.2,PS,0.5,8000.0,3.0,0.713607899128807,38
2.0,1.2,PS,0.5,10000.0,3.0,0.718364615045565,38
2.0,1.2,PS,0.5,15000.0,3.0,0.7294287726488994,38
2.0,1.2,PS,1.0,8000.0,3.0,0.7307677453451636,38
2.0,1.2,PS,1.0,10000.0,3.0,0.7358317296283337,38
2.0,1.2,PS,1.0,15000.0,3.0,0.747875204747117,38
2.0,1.2,PS,2.0,8000.0,3.0,0.7471177069223222,38
2.0,1.2,PS,2.0,10000.0,3.0,0.7525360093435319,38
2.0,1.2,PS,2.0,15000.0,3.0,0.7655718305329197,38
